dataset,dim,epochs,lr,dropout,it_time_s,embed_time_s,total_time_s,train_acc,val_acc,test_acc,train_f1_macro,val_f1_macro,test_f1_macro,train_auc_macro,val_auc_macro,test_auc_macro,peak_tracemalloc_mb,rss_before_mb,rss_after_mb
IMDB-MULTI,128,50,0.0005,0.0,11.897180080413818,0.10027694702148438,11.997457027435303,0.4275,0.48,0.4066666666666667,0.4204942153079101,0.47514511478111077,0.40017069147799367,0.6270265625,0.6345,0.5655,2.484625816345215,1429.67578125,1431.42578125
IMDB-MULTI,128,50,0.0005,0.3,12.258507013320923,0.11153316497802734,12.37004017829895,0.4425,0.4866666666666667,0.4,0.4414570573455398,0.4860943557078287,0.39018897105021505,0.6373661458333333,0.6522333333333333,0.5657333333333333,2.483968734741211,1431.42578125,1431.42578125
IMDB-MULTI,128,200,0.001,0.0,23.81710910797119,0.0956721305847168,23.912781238555908,0.45916666666666667,0.48,0.4266666666666667,0.4361811357883629,0.46221235910927927,0.4117557407031091,0.6538697916666666,0.6164000000000001,0.6002333333333334,2.6666030883789062,1431.42578125,1431.67578125
IMDB-MULTI,128,200,0.001,0.3,38.30054450035095,0.09700369834899902,38.39754819869995,0.4675,0.5,0.4066666666666667,0.46092480669907365,0.48879097823236295,0.3933100217174823,0.6635692708333334,0.6630666666666668,0.5861666666666667,2.6670665740966797,1431.67578125,1431.67578125
IMDB-MULTI,128,200,0.0005,0.0,28.504526138305664,0.09686136245727539,28.60138750076294,0.5116666666666667,0.4866666666666667,0.4,0.5086606237998643,0.4725711962065448,0.393447075800017,0.6859624999999999,0.6693333333333333,0.5542333333333334,2.4852027893066406,1431.67578125,1431.67578125
IMDB-MULTI,128,200,0.0005,0.3,37.14633584022522,0.0973663330078125,37.24370217323303,0.4741666666666667,0.5066666666666667,0.3933333333333333,0.45014000606915,0.48586531627576407,0.36556669451406293,0.6655125000000001,0.6631333333333332,0.5615333333333333,2.542530059814453,1431.67578125,1432.05078125
IMDB-MULTI,256,50,0.001,0.0,11.963695049285889,0.10325956344604492,12.066954612731934,0.4533333333333333,0.47333333333333333,0.41333333333333333,0.4163652606945993,0.4386154657680324,0.3706599937441351,0.6449401041666667,0.6348333333333334,0.5815333333333333,4.684045791625977,1432.05078125,1451.953125
IMDB-MULTI,256,50,0.001,0.3,12.211230039596558,0.10077381134033203,12.31200385093689,0.4375,0.47333333333333333,0.41333333333333333,0.43882739836543744,0.4733610615963557,0.41269841269841273,0.6233182291666667,0.6400333333333333,0.5788000000000001,4.6848955154418945,1451.953125,1455.078125
IMDB-MULTI,256,50,0.0005,0.0,11.837255716323853,0.10232710838317871,11.939582824707031,0.47,0.5066666666666667,0.41333333333333333,0.4706855526375591,0.5049968044276244,0.4070598933008071,0.6656979166666667,0.6485,0.5979666666666666,4.686573028564453,1455.078125,1455.078125
IMDB-MULTI,256,50,0.0005,0.3,12.004169702529907,0.10038590431213379,12.104555606842041,0.4216666666666667,0.48,0.4066666666666667,0.4073917387062596,0.4746617519784318,0.3970062286517983,0.6329348958333333,0.6236,0.5760333333333333,4.6872053146362305,1455.078125,1455.078125
IMDB-MULTI,256,200,0.001,0.0,16.409332275390625,0.10102152824401855,16.510353803634644,0.39416666666666667,0.46,0.36,0.3853222503389017,0.45620870955253334,0.3553514893334881,0.5964125,0.6023666666666666,0.5517,4.745383262634277,1455.078125,1457.953125
IMDB-MULTI,256,200,0.001,0.3,17.858391761779785,0.10209107398986816,17.960482835769653,0.39666666666666667,0.4866666666666667,0.3466666666666667,0.36013159987616844,0.45854728988369536,0.28635577037832677,0.6254302083333334,0.6722333333333333,0.5550666666666667,4.684573173522949,1457.953125,1451.2265625
IMDB-MULTI,256,200,0.0005,0.0,25.916414499282837,0.1027071475982666,26.019121646881104,0.43416666666666665,0.49333333333333335,0.4066666666666667,0.43442264118695717,0.48953027730616866,0.40421740421740426,0.6402781249999999,0.6329666666666666,0.6189666666666667,4.867169380187988,1451.2265625,1455.4765625
IMDB-MULTI,256,200,0.0005,0.3,29.31480884552002,0.10256218910217285,29.417371034622192,0.4683333333333333,0.5066666666666667,0.41333333333333333,0.45457687134812574,0.4915552827786871,0.39919722678343367,0.6533208333333332,0.6637333333333334,0.5951666666666666,4.685352325439453,1455.4765625,1451.4140625
