dataset,dim,epochs,lr,dropout,it_time_s,embed_time_s,total_time_s,train_acc,val_acc,test_acc,train_f1_macro,val_f1_macro,test_f1_macro,train_auc_macro,val_auc_macro,test_auc_macro,peak_tracemalloc_mb,rss_before_mb,rss_after_mb
ENZYMES,256,800,0.001,0.4,33.03228163719177,0.10230708122253418,33.13458871841431,0.4697286012526096,0.4918032786885246,0.4,0.4495474792365737,0.47704252269469666,0.38386243386243385,0.8081194944111333,0.7315329768270945,0.6873333333333335,3.764950752258301,1368.6640625,1375.1640625
ENZYMES,256,800,0.0005,0.0,33.54964256286621,0.09689760208129883,33.64654016494751,0.7515657620041754,0.5901639344262295,0.4666666666666667,0.7408638192030849,0.578187179941566,0.4555109931472833,0.9523174960079523,0.811182412358883,0.7316666666666666,3.7687482833862305,1375.1640625,1376.5390625
ENZYMES,256,800,0.0005,0.4,59.418185234069824,0.09954667091369629,59.51773190498352,0.7954070981210856,0.5901639344262295,0.48333333333333334,0.7922472516210077,0.5813206627680313,0.4454902585337368,0.9653717098653809,0.80068330362448,0.7966666666666667,3.7703561782836914,1376.5390625,1376.5390625
IMDB-MULTI,64,200,0.001,0.0,115.4752368927002,0.30771851539611816,115.78295540809631,0.6083333333333333,0.5466666666666666,0.48,0.6045253645445687,0.542814872620267,0.458380315033656,0.7921963541666667,0.7087333333333334,0.6696666666666667,1.5765399932861328,667.51171875,1324.01171875
IMDB-MULTI,64,200,0.001,0.4,55.71018624305725,0.3098146915435791,56.02000093460083,0.5208333333333334,0.54,0.46,0.5037106630994275,0.5182465073769422,0.4211682037768994,0.7059192708333333,0.6999333333333334,0.6831999999999999,1.365142822265625,1324.13671875,1335.76171875
IMDB-MULTI,64,200,0.0005,0.0,48.02217745780945,0.30791521072387695,48.330092668533325,0.535,0.5333333333333333,0.4666666666666667,0.5328989233923656,0.5312721417069244,0.46154882154882154,0.7236609375,0.6915333333333334,0.6581,1.361586570739746,1335.76171875,1336.01171875
IMDB-MULTI,64,200,0.0005,0.4,58.227097511291504,0.3098278045654297,58.536925315856934,0.5341666666666667,0.5266666666666666,0.5,0.5307513605946497,0.5223463309512028,0.49550545284701625,0.7217171875,0.6941,0.6856666666666668,1.3609676361083984,1336.01171875,1336.01171875
IMDB-MULTI,64,500,0.001,0.0,32.3682656288147,0.31088829040527344,32.67915391921997,0.445,0.5066666666666667,0.4066666666666667,0.437291389381638,0.499159552455764,0.4015452475539931,0.6087541666666666,0.6512999999999999,0.5520999999999999,1.3581352233886719,1336.01171875,1336.01171875
IMDB-MULTI,64,500,0.001,0.4,56.662724018096924,0.30872035026550293,56.97144436836243,0.5275,0.54,0.48,0.5260566632240047,0.5375661375661376,0.47416307685064685,0.7167072916666667,0.7146333333333333,0.6967,1.3548402786254883,1336.01171875,1336.51171875
IMDB-MULTI,64,500,0.0005,0.0,79.41751956939697,0.30509305000305176,79.72261261940002,0.5833333333333334,0.5,0.47333333333333333,0.5765686300111071,0.49081985330711114,0.44681500317863954,0.7560546874999999,0.6892999999999999,0.6685,1.3568716049194336,1336.51171875,1336.88671875
IMDB-MULTI,64,500,0.0005,0.4,82.10173773765564,0.3080112934112549,82.4097490310669,0.5483333333333333,0.54,0.49333333333333335,0.5444215244325518,0.5316800730523092,0.4790786654423018,0.7244458333333333,0.7049333333333333,0.6964,1.3561506271362305,1336.88671875,1336.88671875
IMDB-MULTI,128,200,0.001,0.0,99.33510446548462,0.34653282165527344,99.68163728713989,0.5833333333333334,0.5333333333333333,0.5,0.5788538392679912,0.5236085007751488,0.4861166927751852,0.7670739583333334,0.7183,0.6783,2.459609031677246,1336.88671875,1354.26171875
IMDB-MULTI,128,200,0.001,0.4,76.94684505462646,0.31119799613952637,77.25804305076599,0.5291666666666667,0.52,0.4533333333333333,0.5120515473147053,0.500068135362253,0.4358761874069641,0.7120552083333332,0.6928666666666666,0.6829333333333333,2.4527292251586914,1354.26171875,1356.01171875
IMDB-MULTI,128,200,0.0005,0.0,50.01383662223816,0.31511998176574707,50.328956604003906,0.4925,0.5066666666666667,0.42,0.451694238772032,0.4981495937780091,0.3981130086443179,0.7032510416666667,0.6710666666666666,0.6091666666666666,2.4533748626708984,1356.01171875,1356.01171875
IMDB-MULTI,128,200,0.0005,0.4,72.34920811653137,0.31713438034057617,72.66634249687195,0.5275,0.52,0.4666666666666667,0.52117999755545,0.5106810177413514,0.45905296254133465,0.7161031250000001,0.6874666666666668,0.6643666666666667,2.452077865600586,1356.01171875,1356.13671875
IMDB-MULTI,128,500,0.001,0.0,70.36025500297546,0.32019901275634766,70.68045401573181,0.53,0.5266666666666666,0.48,0.5242093370182341,0.517659241226731,0.45465212456960397,0.6984385416666669,0.6872333333333334,0.6658333333333334,2.459362030029297,1356.13671875,1357.38671875
IMDB-MULTI,128,500,0.001,0.4,51.3862521648407,0.31113409996032715,51.697386264801025,0.5291666666666667,0.52,0.4666666666666667,0.5102873193181274,0.4911565582027316,0.4439022998345032,0.7029979166666666,0.6928,0.6079333333333333,2.456439971923828,1357.38671875,1357.38671875
IMDB-MULTI,128,500,0.0005,0.0,67.91605234146118,0.32714223861694336,68.24319458007812,0.5533333333333333,0.5266666666666666,0.42,0.5489959838081374,0.519019019019019,0.40473443329102726,0.7355515625,0.6784,0.6256666666666667,2.455106735229492,1357.38671875,1357.38671875
IMDB-MULTI,128,500,0.0005,0.4,86.21714043617249,0.3091404438018799,86.52628087997437,0.5441666666666667,0.5333333333333333,0.47333333333333333,0.5391797347222455,0.5237023795698746,0.4544548718289135,0.7278463541666667,0.7203333333333334,0.6738333333333334,2.455667495727539,1357.38671875,1357.88671875
IMDB-MULTI,256,200,0.001,0.0,66.5763099193573,0.32120394706726074,66.89751386642456,0.5425,0.52,0.4533333333333333,0.5320414569779266,0.4970354970354971,0.41880769441773574,0.713034375,0.7090333333333335,0.6600333333333334,4.652346611022949,1357.88671875,1377.8984375
IMDB-MULTI,256,200,0.001,0.4,92.14566898345947,0.3290226459503174,92.47469162940979,0.5425,0.52,0.5066666666666667,0.525657735678974,0.4887617848209757,0.47819342301684237,0.7181729166666667,0.7252333333333333,0.7135666666666668,4.64995002746582,1377.8984375,1381.6484375
